,won,lost,draw
0,620,283,97
1,631,219,150
2,539,312,149
3,893,76,31
4,859,98,43
5,899,76,25
6,955,16,29
7,963,13,24
8,889,31,80
9,952,8,40
10,941,48,11
11,944,7,49
12,857,92,51
13,960,16,24
14,974,9,17
15,847,38,115
16,939,23,38
17,923,11,66
18,904,25,71
19,980,4,16
20,990,0,10
21,881,41,78
22,944,13,43
23,994,0,6
24,956,0,44
25,896,33,71
26,951,3,46
27,954,13,33
28,958,16,26
29,988,0,12
30,937,6,57
31,942,2,56
32,991,0,9
33,938,14,48
34,925,6,69
35,1000,0,0
36,994,0,6
37,995,0,5
38,997,0,3
39,996,0,4
40,986,0,14
41,989,0,11
42,986,0,14
43,985,0,15
44,989,0,11
45,948,0,52
46,988,0,12
47,986,0,14
48,984,0,16
49,987,0,13
50,991,0,9
51,991,0,9
52,990,0,10
53,991,0,9
54,992,0,8
55,991,0,9
56,989,0,11
57,993,0,7
58,984,0,16
59,987,0,13
60,989,0,11
61,985,0,15
62,986,0,14
63,995,0,5
64,985,0,15
65,985,0,15
66,995,0,5
67,986,0,14
68,994,0,6
69,987,0,13
70,984,0,16
71,988,0,12
72,987,0,13
73,989,0,11
74,989,0,11
75,986,0,14
76,988,0,12
77,990,0,10
78,988,0,12
79,987,0,13
80,985,0,15
81,985,0,15
82,991,0,9
83,981,0,19
84,984,0,16
85,989,0,11
86,988,0,12
87,984,0,16
88,988,0,12
89,988,0,12
90,990,0,10
91,989,0,11
92,989,0,11
93,988,0,12
94,985,0,15
95,992,0,8
96,986,0,14
97,988,0,12
98,987,0,13
99,990,0,10
