,won,lost,draw
0,243,624,133
1,288,552,160
2,324,531,145
3,401,510,89
4,401,439,160
5,414,456,130
6,374,505,121
7,421,444,135
8,469,380,151
9,426,420,154
10,451,392,157
11,446,395,159
12,464,394,142
13,483,353,164
14,467,380,153
15,483,350,167
16,472,365,163
17,455,357,188
18,494,341,165
19,420,384,196
20,496,361,143
21,480,390,130
22,491,376,133
23,508,367,125
24,539,291,170
25,514,316,170
26,502,356,142
27,549,294,157
28,544,313,143
29,558,283,159
30,538,277,185
31,566,281,153
32,559,286,155
33,585,275,140
34,571,265,164
35,565,282,153
36,579,217,204
37,576,242,182
38,600,232,168
39,560,236,204
40,546,227,227
41,534,261,205
42,575,229,196
43,603,229,168
44,616,212,172
45,620,203,177
46,599,216,185
47,628,194,178
48,602,210,188
49,612,193,195
50,590,215,195
51,615,224,161
52,658,187,155
53,669,188,143
54,695,160,145
55,651,204,145
56,622,239,139
57,606,223,171
58,568,283,149
59,626,265,109
60,582,267,151
61,648,235,117
62,643,190,167
63,630,221,149
64,620,187,193
65,643,183,174
66,662,188,150
67,654,173,173
68,678,171,151
69,655,191,154
70,691,160,149
71,665,170,165
72,659,174,167
73,659,167,174
74,637,166,197
75,660,163,177
76,661,164,175
77,644,164,192
78,642,178,180
79,646,164,190
80,628,168,204
81,707,141,152
82,673,176,151
83,681,170,149
84,699,153,148
85,703,155,142
86,678,168,154
87,703,143,154
88,671,152,177
89,679,162,159
90,691,153,156
91,683,142,175
92,694,154,152
93,672,156,172
94,695,156,149
95,694,141,165
96,668,151,181
97,679,140,181
98,723,114,163
99,713,119,168
