,won,lost,draw
0,314,570,116
1,361,526,113
2,384,509,107
3,441,458,101
4,473,411,116
5,465,402,133
6,446,387,167
7,562,323,115
8,482,362,156
9,527,299,174
10,511,314,175
11,618,236,146
12,545,266,189
13,639,194,167
14,587,223,190
15,663,165,172
16,620,193,187
17,614,178,208
18,692,152,156
19,681,141,178
20,766,80,154
21,785,85,130
22,786,79,135
23,804,63,133
24,864,42,94
25,869,46,85
26,805,70,125
27,803,74,123
28,852,44,104
29,875,41,84
30,861,39,100
31,852,77,71
32,872,56,72
33,892,46,62
34,883,59,58
35,858,71,71
36,865,66,69
37,876,26,98
38,888,36,76
39,893,24,83
40,874,38,88
41,886,27,87
42,886,32,82
43,867,27,106
44,884,18,98
45,896,15,89
46,895,23,82
47,846,21,133
48,866,14,120
49,880,8,112
50,899,5,96
51,889,3,108
52,879,3,118
53,898,2,100
54,881,3,116
55,904,4,92
56,893,9,98
57,886,3,111
58,897,1,102
59,904,4,92
60,896,2,102
61,907,0,93
62,886,2,112
63,887,1,112
64,888,1,111
65,859,2,139
66,859,5,136
67,877,4,119
68,861,2,137
69,868,5,127
70,877,3,120
71,866,8,126
72,855,6,139
73,880,4,116
74,867,7,126
75,862,9,129
76,881,2,117
77,888,1,111
78,883,4,113
79,866,8,126
80,878,5,117
81,891,5,104
82,890,3,107
83,909,0,91
84,904,0,96
85,918,0,82
86,915,0,85
87,912,0,88
88,910,0,90
89,918,0,82
90,926,0,74
91,911,0,89
92,919,0,81
93,918,0,82
94,902,0,98
95,904,0,96
96,922,0,78
97,910,0,90
98,911,0,89
99,897,0,103
