,won,lost,draw
0,309,524,167
1,303,551,146
2,296,546,158
3,350,490,160
4,329,531,140
5,367,489,144
6,378,505,117
7,336,541,123
8,333,522,145
9,375,488,137
10,433,444,123
11,389,480,131
12,414,441,145
13,429,443,128
14,405,426,169
15,453,417,130
16,445,405,150
17,417,401,182
18,466,394,140
19,479,384,137
20,430,398,172
21,429,394,177
22,423,389,188
23,480,331,189
24,512,314,174
25,482,349,169
26,493,366,141
27,485,346,169
28,516,362,122
29,505,343,152
30,555,307,138
31,533,301,166
32,518,306,176
33,575,290,135
34,466,344,190
35,566,259,175
36,543,308,149
37,504,305,191
38,510,273,217
39,550,283,167
40,615,209,176
41,577,219,204
42,505,268,227
43,555,255,190
44,553,222,225
45,551,250,199
46,533,253,214
47,545,266,189
48,554,235,211
49,615,242,143
50,599,205,196
51,618,181,201
52,609,182,209
53,647,164,189
54,628,183,189
55,619,191,190
56,667,167,166
57,627,198,175
58,657,212,131
59,679,184,137
60,679,184,137
61,636,207,157
62,659,194,147
63,671,181,148
64,621,185,194
65,620,164,216
66,659,149,192
67,662,160,178
68,647,189,164
69,636,166,198
70,618,205,177
71,676,168,156
72,643,165,192
73,673,153,174
74,659,153,188
75,674,170,156
76,664,166,170
77,683,169,148
78,643,189,168
79,671,179,150
80,655,213,132
81,589,206,205
82,623,198,179
83,594,221,185
84,647,199,154
85,654,197,149
86,685,163,152
87,679,174,147
88,685,148,167
89,649,169,182
90,692,160,148
91,678,154,168
92,712,110,178
93,690,148,162
94,709,124,167
95,739,113,148
96,673,157,170
97,686,124,190
98,672,146,182
99,700,132,168
