,won,lost,draw
0,537,302,161
1,788,128,84
2,545,286,169
3,806,120,74
4,869,93,38
5,913,35,52
6,934,24,42
7,907,51,42
8,943,24,33
9,948,27,25
10,751,151,98
11,941,37,22
12,955,14,31
13,939,27,34
14,823,130,47
15,899,45,56
16,833,103,64
17,967,4,29
18,849,68,83
19,911,53,36
20,930,38,32
21,953,32,15
22,905,21,74
23,974,8,18
24,959,21,20
25,986,2,12
26,847,67,86
27,981,15,4
28,957,0,43
29,945,28,27
30,985,0,15
31,989,4,7
32,975,0,25
33,996,0,4
34,993,0,7
35,995,0,5
36,994,0,6
37,995,0,5
38,992,0,8
39,994,0,6
40,918,42,40
41,945,12,43
42,995,0,5
43,996,0,4
44,994,0,6
45,994,0,6
46,997,0,3
47,993,0,7
48,946,6,48
49,997,0,3
50,996,0,4
51,996,0,4
52,991,0,9
53,999,0,1
54,987,0,13
55,982,6,12
56,939,7,54
57,995,0,5
58,996,0,4
59,996,0,4
60,991,0,9
61,998,0,2
62,995,0,5
63,997,0,3
64,998,0,2
65,994,0,6
66,995,0,5
67,987,0,13
68,997,0,3
69,996,0,4
70,997,0,3
71,988,0,12
72,995,0,5
73,994,0,6
74,995,0,5
75,995,0,5
76,993,0,7
77,992,0,8
78,995,0,5
79,991,0,9
80,996,0,4
81,982,0,18
82,997,0,3
83,996,0,4
84,996,0,4
85,995,0,5
86,996,0,4
87,994,0,6
88,994,0,6
89,997,0,3
90,993,0,7
91,998,0,2
92,994,0,6
93,994,0,6
94,996,0,4
95,994,0,6
96,999,0,1
97,996,0,4
98,994,0,6
99,993,0,7
