,won,lost,draw
0,576,310,114
1,767,155,78
2,593,297,110
3,821,111,68
4,815,103,82
5,727,197,76
6,818,120,62
7,802,115,83
8,851,100,49
9,718,197,85
10,791,144,65
11,829,138,33
12,882,68,50
13,948,23,29
14,915,38,47
15,834,135,31
16,760,168,72
17,947,23,30
18,955,25,20
19,858,90,52
20,896,52,52
21,887,61,52
22,947,43,10
23,939,27,34
24,957,18,25
25,968,10,22
26,972,0,28
27,980,8,12
28,970,12,18
29,977,12,11
30,939,28,33
31,956,8,36
32,907,53,40
33,887,58,55
34,969,3,28
35,852,75,73
36,884,43,73
37,945,17,38
38,963,5,32
39,954,5,41
40,965,1,34
41,983,4,13
42,983,0,17
43,965,10,25
44,990,0,10
45,995,0,5
46,997,1,2
47,986,0,14
48,949,0,51
49,875,52,73
50,807,71,122
51,966,2,32
52,889,32,79
53,978,0,22
54,980,0,20
55,972,0,28
56,970,0,30
57,961,0,39
58,983,0,17
59,989,0,11
60,986,0,14
61,986,0,14
62,987,0,13
63,990,0,10
64,992,0,8
65,989,0,11
66,993,0,7
67,988,0,12
68,989,0,11
69,974,0,26
70,978,0,22
71,986,4,10
72,989,0,11
73,982,1,17
74,980,0,20
75,988,1,11
76,988,0,12
77,992,0,8
78,988,1,11
79,981,4,15
80,982,1,17
81,984,4,12
82,982,2,16
83,992,2,6
84,987,3,10
85,991,0,9
86,988,0,12
87,984,5,11
88,993,0,7
89,991,0,9
90,986,0,14
91,977,4,19
92,969,0,31
93,964,0,36
94,972,0,28
95,975,0,25
96,992,0,8
97,991,0,9
98,992,1,7
99,986,4,10
