,won,lost,draw
0,300,572,128
1,437,441,122
2,428,467,105
3,380,462,158
4,441,363,196
5,400,351,249
6,453,343,204
7,481,319,200
8,505,313,182
9,568,269,163
10,639,240,121
11,579,255,166
12,670,222,108
13,614,259,127
14,664,239,97
15,629,231,140
16,651,236,113
17,676,192,132
18,691,203,106
19,703,185,112
20,740,149,111
21,761,132,107
22,712,162,126
23,664,182,154
24,705,129,166
25,672,135,193
26,681,113,206
27,667,119,214
28,713,101,186
29,693,106,201
30,705,88,207
31,717,79,204
32,719,71,210
33,736,69,195
34,753,93,154
35,738,91,171
36,749,87,164
37,691,104,205
38,721,81,198
39,688,70,242
40,681,62,257
41,771,57,172
42,810,55,135
43,811,36,153
44,772,62,166
45,762,58,180
46,777,45,178
47,822,46,132
48,799,40,161
49,805,45,150
50,803,35,162
51,797,40,163
52,744,78,178
53,785,51,164
54,824,53,123
55,810,34,156
56,816,23,161
57,832,12,156
58,790,19,191
59,805,13,182
60,795,23,182
61,817,19,164
62,801,22,177
63,812,20,168
64,812,23,165
65,809,23,168
66,824,24,152
67,819,12,169
68,868,7,125
69,853,16,131
70,856,19,125
71,832,17,151
72,882,10,108
73,874,9,117
74,868,12,120
75,865,6,129
76,872,14,114
77,878,11,111
78,876,11,113
79,878,7,115
80,879,1,120
81,887,2,111
82,890,1,109
83,883,2,115
84,899,3,98
85,888,1,111
86,892,2,106
87,882,2,116
88,872,21,107
89,877,24,99
90,820,30,150
91,875,4,121
92,873,5,122
93,887,3,110
94,854,2,144
95,880,2,118
96,872,0,128
97,872,3,125
98,880,4,116
99,863,2,135
