,won,lost,draw
0,701,219,80
1,815,107,78
2,663,247,90
3,934,47,19
4,887,69,44
5,662,230,108
6,834,107,59
7,970,21,9
8,955,37,8
9,947,27,26
10,984,10,6
11,951,15,34
12,979,3,18
13,980,6,14
14,815,131,54
15,861,52,87
16,937,17,46
17,988,7,5
18,972,2,26
19,961,11,28
20,980,5,15
21,967,1,32
22,987,0,13
23,974,11,15
24,990,0,10
25,990,0,10
26,989,0,11
27,986,0,14
28,989,0,11
29,991,0,9
30,989,0,11
31,995,0,5
32,987,0,13
33,973,19,8
34,979,14,7
35,986,8,6
36,987,0,13
37,995,0,5
38,993,0,7
39,989,0,11
40,992,0,8
41,894,42,64
42,992,0,8
43,987,0,13
44,990,0,10
45,991,0,9
46,916,8,76
47,991,0,9
48,995,0,5
49,993,0,7
50,983,0,17
51,989,0,11
52,992,0,8
53,992,0,8
54,990,0,10
55,987,0,13
56,992,0,8
57,988,0,12
58,992,0,8
59,990,0,10
60,989,0,11
61,985,0,15
62,989,0,11
63,989,0,11
64,995,0,5
65,983,0,17
66,992,0,8
67,992,0,8
68,985,0,15
69,988,0,12
70,990,0,10
71,992,0,8
72,991,0,9
73,991,0,9
74,985,0,15
75,989,0,11
76,982,0,18
77,992,0,8
78,992,0,8
79,993,0,7
80,988,0,12
81,991,0,9
82,991,0,9
83,986,0,14
84,993,0,7
85,994,0,6
86,992,0,8
87,994,0,6
88,990,0,10
89,996,0,4
90,991,0,9
91,988,0,12
92,984,0,16
93,993,0,7
94,991,0,9
95,990,0,10
96,994,0,6
97,992,0,8
98,982,0,18
99,990,0,10
