,won,lost,draw
0,570,294,136
1,652,206,142
2,711,216,73
3,899,41,60
4,808,135,57
5,924,43,33
6,832,94,74
7,764,148,88
8,976,16,8
9,935,47,18
10,936,34,30
11,914,38,48
12,986,11,3
13,885,52,63
14,953,45,2
15,930,26,44
16,951,15,34
17,941,14,45
18,970,11,19
19,986,4,10
20,915,45,40
21,948,15,37
22,973,7,20
23,997,0,3
24,921,14,65
25,889,50,61
26,910,28,62
27,909,37,54
28,968,7,25
29,994,2,4
30,968,17,15
31,970,13,17
32,992,0,8
33,940,23,37
34,996,0,4
35,994,0,6
36,995,0,5
37,998,0,2
38,998,0,2
39,993,0,7
40,993,0,7
41,997,0,3
42,996,0,4
43,996,0,4
44,995,0,5
45,995,0,5
46,938,4,58
47,995,0,5
48,997,0,3
49,992,0,8
50,999,0,1
51,913,28,59
52,993,0,7
53,993,0,7
54,999,0,1
55,994,0,6
56,993,0,7
57,995,0,5
58,996,0,4
59,998,0,2
60,995,0,5
61,993,0,7
62,996,0,4
63,992,0,8
64,997,0,3
65,997,0,3
66,994,0,6
67,994,0,6
68,994,0,6
69,993,0,7
70,990,0,10
71,994,0,6
72,990,0,10
73,994,0,6
74,997,0,3
75,990,0,10
76,996,0,4
77,989,0,11
78,995,0,5
79,996,0,4
80,998,0,2
81,997,0,3
82,994,0,6
83,996,0,4
84,998,0,2
85,998,0,2
86,997,0,3
87,998,0,2
88,993,0,7
89,993,0,7
90,995,0,5
91,994,0,6
92,993,0,7
93,992,0,8
94,995,0,5
95,999,0,1
96,994,0,6
97,995,0,5
98,995,0,5
99,989,0,11
