,won,lost,draw
0,818,121,61
1,630,289,81
2,809,130,61
3,826,91,83
4,788,97,115
5,721,136,143
6,808,98,94
7,826,124,50
8,823,135,42
9,806,142,52
10,852,72,76
11,944,12,44
12,925,30,45
13,902,53,45
14,926,13,61
15,967,11,22
16,967,9,24
17,971,4,25
18,915,21,64
19,689,155,156
20,955,16,29
21,923,36,41
22,966,20,14
23,954,13,33
24,948,28,24
25,964,11,25
26,954,5,41
27,963,4,33
28,972,1,27
29,962,10,28
30,980,3,17
31,937,19,44
32,914,38,48
33,941,26,33
34,980,7,13
35,954,21,25
36,983,5,12
37,976,3,21
38,963,2,35
39,971,6,23
40,745,169,86
41,861,65,74
42,983,0,17
43,979,5,16
44,987,1,12
45,982,4,14
46,973,4,23
47,967,0,33
48,810,113,77
49,981,4,15
50,982,3,15
51,976,5,19
52,806,90,104
53,974,10,16
54,982,8,10
55,980,7,13
56,808,109,83
57,843,94,63
58,988,0,12
59,816,134,50
60,989,0,11
61,988,0,12
62,987,0,13
63,986,0,14
64,989,0,11
65,982,0,18
66,988,0,12
67,991,0,9
68,991,0,9
69,982,0,18
70,992,0,8
71,989,0,11
72,824,100,76
73,903,49,48
74,990,0,10
75,987,0,13
76,990,0,10
77,981,0,19
78,988,0,12
79,989,0,11
80,740,103,157
81,958,14,28
82,982,0,18
83,981,0,19
84,989,0,11
85,926,28,46
86,990,0,10
87,867,52,81
88,884,61,55
89,995,0,5
90,994,0,6
91,990,0,10
92,992,0,8
93,988,0,12
94,989,0,11
95,988,0,12
96,988,0,12
97,986,0,14
98,996,0,4
99,986,0,14
