,won,lost,draw
0,359,510,131
1,421,465,114
2,403,462,135
3,453,443,104
4,473,393,134
5,448,422,130
6,488,388,124
7,560,356,84
8,591,314,95
9,681,251,68
10,673,223,104
11,642,254,104
12,658,248,94
13,659,245,96
14,605,254,141
15,699,191,110
16,672,192,136
17,667,217,116
18,699,143,158
19,671,208,121
20,697,173,130
21,721,146,133
22,672,185,143
23,704,158,138
24,691,193,116
25,678,184,138
26,646,215,139
27,678,170,152
28,647,159,194
29,649,154,197
30,612,198,190
31,728,133,139
32,794,80,126
33,776,73,151
34,784,82,134
35,783,93,124
36,774,89,137
37,787,83,130
38,804,73,123
39,806,56,138
40,766,60,174
41,756,69,175
42,794,48,158
43,849,53,98
44,828,40,132
45,835,47,118
46,871,25,104
47,840,41,119
48,846,49,105
49,825,43,132
50,816,58,126
51,870,16,114
52,849,16,135
53,864,26,110
54,849,28,123
55,876,8,116
56,862,28,110
57,835,22,143
58,839,12,149
59,845,13,142
60,854,16,130
61,868,8,124
62,851,11,138
63,819,28,153
64,836,11,153
65,825,12,163
66,829,8,163
67,818,19,163
68,829,18,153
69,859,14,127
70,871,14,115
71,892,18,90
72,898,16,86
73,905,8,87
74,876,13,111
75,877,10,113
76,893,10,97
77,884,7,109
78,895,5,100
79,891,10,99
80,883,9,108
81,886,4,110
82,898,6,96
83,882,8,110
84,878,6,116
85,888,10,102
86,907,1,92
87,897,5,98
88,890,3,107
89,902,8,90
90,885,4,111
91,881,2,117
92,873,3,124
93,877,2,121
94,887,4,109
95,889,2,109
96,893,0,107
97,878,1,121
98,883,2,115
99,892,1,107
