,won,lost,draw
0,353,538,109
1,341,493,166
2,468,401,131
3,408,421,171
4,429,397,174
5,413,392,195
6,429,375,196
7,542,298,160
8,610,258,132
9,592,202,206
10,605,224,171
11,665,185,150
12,625,206,169
13,685,150,165
14,673,168,159
15,695,133,172
16,687,120,193
17,669,131,200
18,626,166,208
19,673,137,190
20,690,109,201
21,703,108,189
22,720,104,176
23,746,86,168
24,699,60,241
25,768,50,182
26,805,38,157
27,804,34,162
28,814,36,150
29,872,21,107
30,883,15,102
31,880,14,106
32,874,9,117
33,864,26,110
34,870,12,118
35,880,15,105
36,895,11,94
37,883,29,88
38,885,14,101
39,877,5,118
40,884,3,113
41,893,10,97
42,880,5,115
43,892,12,96
44,876,3,121
45,900,3,97
46,898,1,101
47,901,5,94
48,890,13,97
49,890,15,95
50,866,6,128
51,895,12,93
52,902,6,92
53,899,2,99
54,887,0,113
55,890,1,109
56,889,2,109
57,887,5,108
58,875,8,117
59,885,8,107
60,881,10,109
61,890,18,92
62,908,7,85
63,901,8,91
64,894,0,106
65,866,3,131
66,884,0,116
67,881,5,114
68,880,2,118
69,863,4,133
70,900,2,98
71,898,6,96
72,887,4,109
73,866,6,128
74,884,0,116
75,875,1,124
76,856,5,139
77,869,0,131
78,876,1,123
79,857,0,143
80,882,0,118
81,878,0,122
82,854,0,146
83,857,0,143
84,861,0,139
85,864,0,136
86,870,0,130
87,885,1,114
88,861,1,138
89,859,0,141
90,881,0,119
91,838,0,162
92,871,0,129
93,870,0,130
94,884,4,112
95,870,4,126
96,842,0,158
97,873,0,127
98,879,0,121
99,874,0,126
