,won,lost,draw
0,530,351,119
1,605,348,47
2,683,217,100
3,753,161,86
4,760,176,64
5,805,100,95
6,769,101,130
7,859,81,60
8,879,74,47
9,883,56,61
10,858,93,49
11,869,54,77
12,958,21,21
13,973,10,17
14,980,0,20
15,801,123,76
16,893,25,82
17,880,48,72
18,950,30,20
19,949,27,24
20,983,7,10
21,987,4,9
22,970,10,20
23,993,2,5
24,988,5,7
25,961,33,6
26,953,26,21
27,998,0,2
28,995,0,5
29,995,0,5
30,998,0,2
31,933,40,27
32,996,0,4
33,991,0,9
34,993,0,7
35,969,8,23
36,979,2,19
37,965,18,17
38,985,7,8
39,991,4,5
40,983,8,9
41,990,7,3
42,997,0,3
43,994,0,6
44,994,0,6
45,989,0,11
46,992,0,8
47,984,0,16
48,981,0,19
49,985,0,15
50,989,0,11
51,984,0,16
52,993,0,7
53,982,0,18
54,992,0,8
55,991,0,9
56,981,0,19
57,989,0,11
58,979,0,21
59,989,0,11
60,988,0,12
61,990,0,10
62,987,0,13
63,988,0,12
64,991,0,9
65,991,0,9
66,993,0,7
67,987,0,13
68,991,0,9
69,988,0,12
70,987,0,13
71,988,0,12
72,987,0,13
73,992,0,8
74,990,0,10
75,988,0,12
76,991,0,9
77,988,0,12
78,991,0,9
79,995,0,5
80,991,0,9
81,994,0,6
82,987,0,13
83,992,0,8
84,991,0,9
85,991,0,9
86,989,0,11
87,992,0,8
88,985,0,15
89,992,0,8
90,990,0,10
91,982,0,18
92,990,0,10
93,991,0,9
94,993,0,7
95,989,0,11
96,993,0,7
97,982,0,18
98,990,0,10
99,995,0,5
