,won,lost,draw
0,337,571,92
1,371,472,157
2,458,430,112
3,495,353,152
4,502,346,152
5,533,329,138
6,538,273,189
7,586,213,201
8,615,207,178
9,639,186,175
10,613,190,197
11,626,159,215
12,618,186,196
13,609,137,254
14,682,133,185
15,707,143,150
16,812,72,116
17,762,104,134
18,814,68,118
19,790,61,149
20,818,26,156
21,812,40,148
22,851,30,119
23,830,33,137
24,809,29,162
25,851,13,136
26,825,27,148
27,844,14,142
28,865,15,120
29,824,17,159
30,865,6,129
31,889,0,111
32,899,0,101
33,873,2,125
34,886,2,112
35,886,4,110
36,874,7,119
37,899,0,101
38,894,0,106
39,891,0,109
40,891,0,109
41,901,0,99
42,894,0,106
43,899,0,101
44,899,0,101
45,888,0,112
46,897,0,103
47,893,0,107
48,892,0,108
49,902,0,98
50,902,0,98
51,888,0,112
52,900,0,100
53,907,0,93
54,896,0,104
55,908,0,92
56,914,0,86
57,915,0,85
58,904,0,96
59,907,0,93
60,892,0,108
61,885,0,115
62,890,0,110
63,870,1,129
64,892,0,108
65,878,0,122
66,893,1,106
67,890,2,108
68,895,1,104
69,893,2,105
70,890,1,109
71,880,2,118
72,903,1,96
73,893,0,107
74,900,0,100
75,893,0,107
76,888,0,112
77,880,0,120
78,891,0,109
79,879,0,121
80,898,0,102
81,893,0,107
82,891,0,109
83,893,0,107
84,901,0,99
85,903,0,97
86,889,0,111
87,906,0,94
88,882,0,118
89,889,0,111
90,890,0,110
91,901,0,99
92,903,0,97
93,884,0,116
94,900,0,100
95,870,0,130
96,875,0,125
97,887,0,113
98,874,0,126
99,897,0,103
