,won,lost,draw
0,321,594,85
1,363,533,104
2,339,521,140
3,369,501,130
4,398,491,111
5,405,464,131
6,428,444,128
7,446,412,142
8,523,315,162
9,563,318,119
10,571,355,74
11,589,340,71
12,536,349,115
13,594,319,87
14,573,308,119
15,599,268,133
16,612,256,132
17,579,280,141
18,614,236,150
19,646,190,164
20,675,152,173
21,729,118,153
22,667,170,163
23,699,136,165
24,728,112,160
25,713,126,161
26,754,115,131
27,723,130,147
28,747,115,138
29,765,112,123
30,792,88,120
31,768,93,139
32,759,91,150
33,760,94,146
34,789,50,161
35,829,34,137
36,821,39,140
37,837,29,134
38,864,20,116
39,851,33,116
40,850,27,123
41,840,27,133
42,854,30,116
43,815,30,155
44,821,48,131
45,835,29,136
46,900,23,77
47,866,38,96
48,824,46,130
49,855,24,121
50,835,34,131
51,888,9,103
52,902,13,85
53,877,15,108
54,885,13,102
55,888,8,104
56,881,4,115
57,840,23,137
58,839,27,134
59,857,21,122
60,882,11,107
61,858,16,126
62,853,18,129
63,858,14,128
64,873,9,118
65,864,25,111
66,856,11,133
67,868,13,119
68,844,5,151
69,864,17,119
70,888,18,94
71,861,11,128
72,846,18,136
73,856,25,119
74,871,9,120
75,884,5,111
76,906,8,86
77,874,22,104
78,870,12,118
79,871,5,124
80,861,14,125
81,851,12,137
82,859,8,133
83,823,10,167
84,835,8,157
85,812,13,175
86,833,5,162
87,819,6,175
88,853,11,136
89,835,20,145
90,868,8,124
91,857,8,135
92,845,9,146
93,866,3,131
94,855,6,139
95,851,8,141
96,846,5,149
97,873,7,120
98,859,9,132
99,878,8,114
