,won,lost,draw
0,393,519,88
1,434,478,88
2,504,387,109
3,567,355,78
4,518,313,169
5,540,320,140
6,573,238,189
7,585,232,183
8,575,203,222
9,651,186,163
10,719,103,178
11,752,75,173
12,829,55,116
13,812,46,142
14,870,46,84
15,869,31,100
16,862,16,122
17,867,25,108
18,878,7,115
19,876,7,117
20,829,27,144
21,887,10,103
22,877,0,123
23,871,6,123
24,850,8,142
25,892,5,103
26,897,0,103
27,889,1,110
28,847,3,150
29,850,5,145
30,919,4,77
31,882,6,112
32,895,4,101
33,876,6,118
34,871,3,126
35,842,6,152
36,860,5,135
37,859,0,141
38,898,0,102
39,899,0,101
40,912,0,88
41,906,0,94
42,882,2,116
43,869,10,121
44,899,0,101
45,894,0,106
46,895,0,105
47,902,0,98
48,905,0,95
49,913,0,87
50,885,0,115
51,889,0,111
52,869,0,131
53,888,0,112
54,874,0,126
55,887,0,113
56,897,0,103
57,881,0,119
58,888,0,112
59,901,0,99
60,897,0,103
61,902,0,98
62,896,0,104
63,892,0,108
64,876,0,124
65,910,0,90
66,907,0,93
67,881,0,119
68,875,0,125
69,870,0,130
70,891,0,109
71,869,0,131
72,884,0,116
73,885,0,115
74,889,0,111
75,872,0,128
76,869,0,131
77,893,0,107
78,887,0,113
79,875,0,125
80,874,0,126
81,883,0,117
82,885,0,115
83,839,0,161
84,872,0,128
85,889,0,111
86,890,0,110
87,895,0,105
88,906,0,94
89,881,0,119
90,875,0,125
91,887,0,113
92,885,0,115
93,885,0,115
94,882,0,118
95,877,0,123
96,905,0,95
97,876,0,124
98,888,0,112
99,903,0,97
