,won,lost,draw
0,343,561,96
1,329,507,164
2,424,474,102
3,391,461,148
4,406,412,182
5,453,350,197
6,409,362,229
7,489,318,193
8,544,293,163
9,553,239,208
10,552,212,236
11,555,232,213
12,532,223,245
13,550,195,255
14,592,140,268
15,627,137,236
16,553,152,295
17,662,108,230
18,694,65,241
19,723,46,231
20,756,49,195
21,748,49,203
22,742,61,197
23,727,40,233
24,777,45,178
25,797,23,180
26,839,17,144
27,806,16,178
28,769,15,216
29,833,20,147
30,829,22,149
31,785,36,179
32,783,49,168
33,803,25,172
34,815,30,155
35,793,29,178
36,835,21,144
37,820,28,152
38,807,32,161
39,870,9,121
40,849,21,130
41,813,16,171
42,853,15,132
43,846,13,141
44,856,15,129
45,874,9,117
46,860,17,123
47,916,0,84
48,903,3,94
49,913,0,87
50,907,0,93
51,885,1,114
52,895,0,105
53,889,3,108
54,891,5,104
55,898,6,96
56,920,3,77
57,892,5,103
58,909,2,89
59,863,10,127
60,869,4,127
61,887,5,108
62,867,6,127
63,897,0,103
64,885,0,115
65,891,0,109
66,893,6,101
67,900,11,89
68,917,3,80
69,873,9,118
70,875,11,114
71,827,10,163
72,844,16,140
73,817,15,168
74,839,5,156
75,821,15,164
76,847,12,141
77,835,10,155
78,837,7,156
79,857,8,135
80,854,8,138
81,844,4,152
82,871,13,116
83,828,9,163
84,836,15,149
85,842,13,145
86,839,9,152
87,830,4,166
88,876,0,124
89,889,1,110
90,864,2,134
91,890,1,109
92,881,1,118
93,870,1,129
94,864,0,136
95,907,0,93
96,879,0,121
97,887,0,113
98,880,0,120
99,864,0,136
