,won,lost,draw
0,344,519,137
1,385,444,171
2,368,485,147
3,493,371,136
4,519,352,129
5,537,282,181
6,461,332,207
7,654,173,173
8,716,132,152
9,699,137,164
10,676,123,201
11,662,150,188
12,678,132,190
13,657,127,216
14,754,83,163
15,757,68,175
16,782,49,169
17,796,54,150
18,830,35,135
19,859,30,111
20,865,14,121
21,872,18,110
22,860,3,137
23,859,8,133
24,869,9,122
25,879,2,119
26,893,0,107
27,872,12,116
28,862,16,122
29,872,14,114
30,891,0,109
31,881,2,117
32,889,0,111
33,901,0,99
34,893,0,107
35,892,0,108
36,896,0,104
37,879,0,121
38,887,1,112
39,889,0,111
40,908,5,87
41,892,0,108
42,895,0,105
43,904,0,96
44,899,0,101
45,873,0,127
46,878,0,122
47,892,0,108
48,879,0,121
49,887,0,113
50,904,0,96
51,870,0,130
52,891,0,109
53,891,0,109
54,885,0,115
55,894,0,106
56,893,0,107
57,891,0,109
58,873,0,127
59,892,0,108
60,877,0,123
61,884,0,116
62,886,0,114
63,893,0,107
64,878,0,122
65,886,0,114
66,888,0,112
67,887,0,113
68,903,0,97
69,894,0,106
70,896,0,104
71,888,0,112
72,889,0,111
73,891,0,109
74,890,0,110
75,899,0,101
76,897,0,103
77,884,0,116
78,874,0,126
79,870,0,130
80,876,0,124
81,895,0,105
82,886,0,114
83,885,0,115
84,902,0,98
85,870,0,130
86,880,0,120
87,878,0,122
88,875,0,125
89,881,0,119
90,868,0,132
91,890,0,110
92,876,0,124
93,861,0,139
94,874,0,126
95,883,0,117
96,872,0,128
97,890,0,110
98,875,0,125
99,890,0,110
