,won,lost,draw
0,404,505,91
1,368,535,97
2,469,407,124
3,432,436,132
4,479,391,130
5,419,445,136
6,473,398,129
7,532,344,124
8,447,361,192
9,415,392,193
10,440,398,162
11,579,262,159
12,588,258,154
13,577,198,225
14,615,181,204
15,607,182,211
16,693,140,167
17,625,192,183
18,653,180,167
19,665,189,146
20,724,143,133
21,713,144,143
22,687,118,195
23,722,135,143
24,730,148,122
25,685,126,189
26,728,92,180
27,717,110,173
28,738,73,189
29,803,75,122
30,743,72,185
31,801,51,148
32,812,57,131
33,837,54,109
34,853,51,96
35,853,39,108
36,835,54,111
37,840,36,124
38,836,48,116
39,851,35,114
40,849,34,117
41,876,13,111
42,833,22,145
43,773,38,189
44,853,17,130
45,852,29,119
46,874,7,119
47,863,17,120
48,867,22,111
49,870,14,116
50,855,35,110
51,884,29,87
52,884,16,100
53,886,11,103
54,858,16,126
55,883,13,104
56,838,34,128
57,895,12,93
58,879,13,108
59,864,9,127
60,882,8,110
61,875,4,121
62,881,2,117
63,877,2,121
64,898,0,102
65,909,0,91
66,879,1,120
67,900,1,99
68,876,15,109
69,842,31,127
70,849,21,130
71,825,22,153
72,881,10,109
73,863,12,125
74,880,5,115
75,853,17,130
76,867,18,115
77,880,3,117
78,886,7,107
79,888,8,104
80,896,9,95
81,859,0,141
82,891,0,109
83,876,0,124
84,859,0,141
85,865,0,135
86,866,0,134
87,837,10,153
88,850,14,136
89,874,0,126
90,862,1,137
91,867,2,131
92,866,2,132
93,877,0,123
94,863,0,137
95,862,0,138
96,878,8,114
97,881,3,116
98,874,4,122
99,888,7,105
