,won,lost,draw
0,346,516,138
1,408,439,153
2,462,406,132
3,546,349,105
4,533,320,147
5,521,338,141
6,487,390,123
7,538,354,108
8,542,324,134
9,583,323,94
10,523,331,146
11,549,305,146
12,503,286,211
13,476,295,229
14,550,272,178
15,640,230,130
16,607,241,152
17,706,188,106
18,666,219,115
19,755,159,86
20,699,203,98
21,755,131,114
22,663,145,192
23,660,133,207
24,651,129,220
25,736,117,147
26,678,95,227
27,699,100,201
28,733,100,167
29,744,81,175
30,739,67,194
31,741,76,183
32,756,55,189
33,748,50,202
34,774,49,177
35,794,60,146
36,854,41,105
37,850,34,116
38,844,38,118
39,857,37,106
40,838,54,108
41,848,24,128
42,850,22,128
43,862,18,120
44,868,14,118
45,856,23,121
46,861,15,124
47,821,27,152
48,844,19,137
49,868,14,118
50,864,15,121
51,857,13,130
52,854,15,131
53,857,14,129
54,836,12,152
55,855,13,132
56,860,19,121
57,844,17,139
58,863,23,114
59,838,21,141
60,874,11,115
61,872,7,121
62,871,9,120
63,859,10,131
64,860,6,134
65,889,4,107
66,866,12,122
67,883,6,111
68,889,7,104
69,862,8,130
70,890,2,108
71,888,0,112
72,908,1,91
73,895,0,105
74,897,0,103
75,907,2,91
76,870,7,123
77,913,4,83
78,902,3,95
79,908,4,88
80,898,2,100
81,878,3,119
82,890,4,106
83,906,2,92
84,885,5,110
85,889,5,106
86,900,5,95
87,894,10,96
88,884,5,111
89,890,4,106
90,909,6,85
91,889,4,107
92,886,6,108
93,921,2,77
94,897,10,93
95,874,11,115
96,885,4,111
97,896,3,101
98,900,6,94
99,884,3,113
