,won,lost,draw
0,256,613,131
1,385,504,111
2,411,484,105
3,465,432,103
4,435,442,123
5,521,381,98
6,508,362,130
7,522,354,124
8,463,353,184
9,441,374,185
10,517,335,148
11,549,346,105
12,506,346,148
13,514,335,151
14,586,262,152
15,552,307,141
16,599,266,135
17,612,287,101
18,593,291,116
19,606,268,126
20,660,252,88
21,642,251,107
22,663,214,123
23,681,199,120
24,708,169,123
25,694,167,139
26,751,126,123
27,684,154,162
28,718,138,144
29,694,136,170
30,736,128,136
31,630,165,205
32,687,151,162
33,667,181,152
34,680,137,183
35,719,137,144
36,728,117,155
37,690,135,175
38,706,112,182
39,704,116,180
40,696,97,207
41,685,123,192
42,707,106,187
43,696,133,171
44,693,118,189
45,724,119,157
46,645,123,232
47,693,107,200
48,715,97,188
49,720,112,168
50,709,107,184
51,704,97,199
52,697,103,200
53,699,95,206
54,729,93,178
55,745,113,142
56,792,74,134
57,747,95,158
58,746,92,162
59,770,80,150
60,786,75,139
61,808,65,127
62,775,80,145
63,773,85,142
64,785,84,131
65,779,65,156
66,816,64,120
67,799,41,160
68,756,54,190
69,789,62,149
70,758,70,172
71,791,31,178
72,765,39,196
73,752,48,200
74,771,36,193
75,801,32,167
76,746,38,216
77,751,51,198
78,765,50,185
79,783,41,176
80,816,34,150
81,842,34,124
82,811,33,156
83,810,24,166
84,825,16,159
85,770,31,199
86,802,24,174
87,804,14,182
88,815,29,156
89,822,25,153
90,818,32,150
91,790,44,166
92,806,29,165
93,813,33,154
94,807,30,163
95,822,39,139
96,801,42,157
97,787,38,175
98,818,36,146
99,841,28,131
