,won,lost,draw
0,329,553,118
1,333,552,115
2,478,419,103
3,455,390,155
4,534,326,140
5,597,291,112
6,653,231,116
7,582,239,179
8,580,225,195
9,631,178,191
10,561,210,229
11,653,138,209
12,638,136,226
13,672,95,233
14,687,118,195
15,677,137,186
16,639,117,244
17,638,116,246
18,710,88,202
19,758,74,168
20,723,85,192
21,721,80,199
22,746,76,178
23,752,87,161
24,708,80,212
25,779,66,155
26,813,52,135
27,825,39,136
28,833,41,126
29,841,41,118
30,850,40,110
31,841,42,117
32,825,38,137
33,821,48,131
34,869,23,108
35,840,30,130
36,865,20,115
37,872,17,111
38,836,44,120
39,819,32,149
40,804,52,144
41,774,45,181
42,816,50,134
43,823,48,129
44,822,37,141
45,809,42,149
46,819,25,156
47,816,22,162
48,835,16,149
49,843,21,136
50,838,23,139
51,883,6,111
52,877,12,111
53,836,15,149
54,833,16,151
55,827,19,154
56,827,16,157
57,827,21,152
58,831,12,157
59,807,12,181
60,859,15,126
61,843,17,140
62,814,11,175
63,835,9,156
64,827,7,166
65,827,13,160
66,834,7,159
67,817,8,175
68,866,5,129
69,870,8,122
70,858,10,132
71,863,4,133
72,868,1,131
73,871,1,128
74,849,4,147
75,852,3,145
76,878,0,122
77,888,5,107
78,872,3,125
79,878,0,122
80,888,2,110
81,861,5,134
82,857,1,142
83,884,0,116
84,880,0,120
85,879,0,121
86,890,0,110
87,887,4,109
88,880,2,118
89,894,0,106
90,878,0,122
91,892,4,104
92,907,1,92
93,888,2,110
94,891,1,108
95,884,0,116
96,906,1,93
97,888,2,110
98,887,4,109
99,905,3,92
