,won,lost,draw
0,535,389,76
1,591,307,102
2,704,220,76
3,640,282,78
4,749,224,27
5,774,175,51
6,668,219,113
7,557,274,169
8,773,149,78
9,765,162,73
10,587,286,127
11,694,195,111
12,662,239,99
13,690,204,106
14,751,170,79
15,780,182,38
16,815,143,42
17,762,173,65
18,761,175,64
19,619,216,165
20,643,287,70
21,675,243,82
22,652,170,178
23,840,131,29
24,833,143,24
25,763,190,47
26,834,136,30
27,860,116,24
28,600,286,114
29,670,227,103
30,675,190,135
31,661,229,110
32,709,187,104
33,716,172,112
34,727,156,117
35,736,151,113
36,693,172,135
37,735,149,116
38,796,117,87
39,727,184,89
40,904,66,30
41,864,76,60
42,886,72,42
43,880,95,25
44,906,87,7
45,895,93,12
46,922,60,18
47,889,85,26
48,905,74,21
49,885,75,40
50,910,79,11
51,911,57,32
52,881,90,29
53,626,291,83
54,680,239,81
55,940,29,31
56,935,36,29
57,930,36,34
58,944,33,23
59,933,43,24
60,917,58,25
61,926,37,37
62,768,170,62
63,944,37,19
64,930,44,26
65,950,31,19
66,915,48,37
67,928,35,37
68,925,35,40
69,915,32,53
70,951,12,37
71,934,13,53
72,953,12,35
73,943,16,41
74,734,177,89
75,718,197,85
76,973,6,21
77,944,20,36
78,937,33,30
79,913,46,41
80,944,25,31
81,944,23,33
82,934,32,34
83,924,31,45
84,930,30,40
85,940,38,22
86,691,207,102
87,931,40,29
88,917,46,37
89,941,35,24
90,939,34,27
91,946,35,19
92,952,26,22
93,961,21,18
94,964,15,21
95,960,27,13
96,970,16,14
97,961,27,12
98,857,94,49
99,720,218,62
