,won,lost,draw
0,442,468,90
1,434,463,103
2,532,378,90
3,566,335,99
4,558,304,138
5,527,308,165
6,501,357,142
7,553,283,164
8,596,208,196
9,567,215,218
10,729,136,135
11,715,154,131
12,692,158,150
13,797,77,126
14,693,118,189
15,784,84,132
16,759,59,182
17,759,69,172
18,839,45,116
19,833,45,122
20,823,48,129
21,804,60,136
22,817,43,140
23,795,46,159
24,825,42,133
25,866,19,115
26,855,24,121
27,868,14,118
28,869,21,110
29,868,23,109
30,887,18,95
31,898,13,89
32,849,32,119
33,813,25,162
34,813,23,164
35,786,29,185
36,809,12,179
37,814,24,162
38,818,19,163
39,809,27,164
40,784,25,191
41,833,10,157
42,872,15,113
43,886,4,110
44,837,24,139
45,875,21,104
46,834,11,155
47,869,9,122
48,876,10,114
49,885,0,115
50,852,2,146
51,891,0,109
52,886,0,114
53,878,3,119
54,864,5,131
55,830,21,149
56,884,6,110
57,881,8,111
58,895,1,104
59,874,1,125
60,893,0,107
61,883,3,114
62,886,1,113
63,865,0,135
64,899,1,100
65,883,1,116
66,891,1,108
67,877,0,123
68,856,2,142
69,883,3,114
70,862,1,137
71,889,0,111
72,879,0,121
73,875,0,125
74,810,10,180
75,863,13,124
76,905,0,95
77,874,0,126
78,893,0,107
79,883,0,117
80,902,0,98
81,873,0,127
82,865,0,135
83,885,0,115
84,876,0,124
85,900,0,100
86,878,0,122
87,882,0,118
88,899,0,101
89,876,0,124
90,887,0,113
91,894,0,106
92,886,0,114
93,886,0,114
94,895,0,105
95,901,0,99
96,898,0,102
97,881,0,119
98,892,0,108
99,897,0,103
