,won,lost,draw
0,381,504,115
1,409,445,146
2,434,462,104
3,521,383,96
4,529,400,71
5,554,361,85
6,556,339,105
7,571,321,108
8,476,403,121
9,423,455,122
10,444,420,136
11,508,333,159
12,557,308,135
13,514,328,158
14,541,309,150
15,538,263,199
16,483,322,195
17,524,288,188
18,517,292,191
19,595,244,161
20,555,284,161
21,554,276,170
22,592,246,162
23,612,208,180
24,607,222,171
25,624,221,155
26,622,200,178
27,610,197,193
28,585,184,231
29,598,202,200
30,594,211,195
31,606,209,185
32,540,230,230
33,576,232,192
34,580,216,204
35,597,216,187
36,677,141,182
37,706,138,156
38,703,126,171
39,704,123,173
40,718,114,168
41,698,146,156
42,707,137,156
43,718,122,160
44,696,136,168
45,684,139,177
46,717,148,135
47,670,160,170
48,694,151,155
49,729,130,141
50,670,175,155
51,709,140,151
52,718,139,143
53,712,153,135
54,720,150,130
55,698,174,128
56,711,150,139
57,717,147,136
58,725,140,135
59,733,142,125
60,721,140,139
61,732,149,119
62,742,134,124
63,739,143,118
64,734,147,119
65,732,164,104
66,732,124,144
67,745,132,123
68,729,139,132
69,726,126,148
70,754,101,145
71,787,92,121
72,796,75,129
73,775,79,146
74,774,77,149
75,758,100,142
76,742,108,150
77,761,106,133
78,749,103,148
79,773,107,120
80,765,90,145
81,770,103,127
82,770,81,149
83,765,106,129
84,761,100,139
85,770,81,149
86,766,97,137
87,806,54,140
88,818,53,129
89,793,75,132
90,807,69,124
91,784,82,134
92,771,99,130
93,796,80,124
94,783,91,126
95,797,65,138
96,823,59,118
97,805,59,136
98,800,71,129
99,816,52,132
