,won,lost,draw
0,639,248,113
1,714,164,122
2,647,276,77
3,756,119,125
4,750,173,77
5,850,73,77
6,935,20,45
7,824,80,96
8,917,41,42
9,975,7,18
10,931,32,37
11,987,4,9
12,888,69,43
13,953,34,13
14,962,23,15
15,992,6,2
16,991,5,4
17,995,5,0
18,969,19,12
19,969,14,17
20,931,17,52
21,966,19,15
22,982,6,12
23,802,131,67
24,987,6,7
25,982,8,10
26,983,6,11
27,983,0,17
28,876,47,77
29,988,0,12
30,995,0,5
31,949,20,31
32,989,0,11
33,988,0,12
34,983,0,17
35,967,0,33
36,891,32,77
37,903,7,90
38,900,3,97
39,991,0,9
40,985,0,15
41,955,10,35
42,992,0,8
43,993,0,7
44,991,0,9
45,983,0,17
46,985,0,15
47,994,0,6
48,985,0,15
49,972,0,28
50,983,0,17
51,981,0,19
52,980,0,20
53,986,0,14
54,980,0,20
55,983,0,17
56,987,0,13
57,989,0,11
58,986,0,14
59,967,0,33
60,990,0,10
61,986,0,14
62,989,0,11
63,994,0,6
64,993,0,7
65,986,0,14
66,995,0,5
67,987,0,13
68,988,0,12
69,988,0,12
70,984,0,16
71,993,0,7
72,959,5,36
73,989,0,11
74,993,0,7
75,990,0,10
76,984,0,16
77,941,0,59
78,991,0,9
79,983,0,17
80,990,0,10
81,981,0,19
82,976,0,24
83,970,0,30
84,967,0,33
85,967,0,33
86,971,0,29
87,947,0,53
88,933,0,67
89,921,0,79
90,932,0,68
91,955,0,45
92,958,0,42
93,979,0,21
94,981,0,19
95,970,0,30
96,975,0,25
97,978,0,22
98,978,0,22
99,978,0,22
