,0_0,0_1,0_2,1_1,1_2,2_2,1_0,2_0,2_1
S|0x1|1x0|1x2|2x2|0o0|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|2x2|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|2x2|0o2|1o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x2|0o2|2o0|2o1,0,0,0,0.7,0,0,-1,0,0
S|0x0|0x1|1x2|2x2|0o2|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x2|0o2|1o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|2x2|2o0,0,0,0,0,0,0,0,0,0
S|1x0|2x2|2o0,5.465445234603433e-21,1.0146888815533215e-20,0.0,2.6696073411884786e-09,2.244702439128142e-20,0,0,0,2.3687047809288555e-20
S|1x0|2x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|0o0|2o0,0,0,1.5252816976899757e-10,0.00016756753600158259,0.0,0,0,0,0.0
S|0x1|1x0|2x2|0o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x1|2x2|0o0|1o1|2o0,0,0,0.7,0,0.0,0,0,0,0
S|0x2|2x0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x0|1o1|2o2,0,-1,0,0,-1,0,-1,0,-1
S|0x0|0x2|2x0|1o1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x0|1o1|2o1|2o2,0,0.7,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x0|0o1|1o1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|0o2|2o0|2o1,-1,0,0,0,0,0,-1,0,0
S|0x1|1x1|1x2|2x2|0o2|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0.7,0,-1
S|0x1|1x0|1x1|2x2|0o0|0o2|2o0,0,0,0,0,-1,0,0,0,-1
S|0x1|1x0|1x1|2x2|0o0|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o0|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|1x1|2x1|2x2|0o0|0o2,0,0.7,0,0,-1,0,-1,-1,0
S|1x1|2x1|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2x2|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|1o2|2o1,0.0,0,0.0,0.0,0,0,0,0.0,0
S|0x1|1x0|2x2|0o0|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x0|2x2|0o0|1o2|2o1,0,0,0,0.0,0,0,0,0.0,0
S|0x1|0x2|1x0|2x2|0o0|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|1x1|2x1|2x2|0o2|1o0|1o2,0,0,0,0,0,0,0,0,0
S|1x2|2x2|2o0,-1,-1,1.010583999960249e-36,-1,0,0,-1,0,-1
S|1x2|2x2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|1o1|2o0,0,-1,0.7,0,0,0,-1,0,0
S|1x2|2x2|0o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x0|1o1|2o2,0.7,0,0,0,0,0,-1,0,0
S|0x1|0x2|2x0|1o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|2x2|0o2,0,-1,0,5.799602857419108e-27,-1,0,-1,-1,-1
S|0x0|2x2|0o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|0o2|2o1,0,-1,0,0.587277403765935,0,0,0,-1,0
S|0x0|1x2|2x2|0o2|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x0|2x2|0o2|1o1|2o1,0,0.7,0,0,0,0,0.0,0,0
S|0x0|1x2|2x0|2x2|0o2|1o0|1o1|2o1,0,0,0,0,0,0,0,0,0
S|1x1|2x1|2x2|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|2x2|1o0,0,0,0,0,0,0,0,0,0
S|0x1|2x2|1o0,0.0,0,0.0,0.10498360123095223,0,0,0,0,0
S|0x1|2x2|0o2|1o0,0,0,0,0,0,0,0,0,0
S|0x1|2x0|2x2|0o2|1o0,-1,0,0,-1,-1,0,0,0,0.0
S|0x0|1x0|1x1|0o2|2o2,0,-1,0,0,0.7,0,0,-1,-1
S|0x0|1x0|1x1|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|0o2|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x0|2x2|0o2|1o1|1o2,-1,0,0,0,0,0,0,0,-1
S|0x1|1x0|2x0|2x2|0o0|0o2|1o1|1o2,0,0,0,0,0,0,0,0,0
S|1x2|2x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x2|0o0|2o0,0,-1,-1,-1,0,0,0,0,-1
S|1x0|1x2|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x1|2x2|0o0|0o2|2o0,0,0,0,0.7,0,0,0,0,0
S|0x1|1x2|2x2|0o0|2o0,0,0,0.44700000000000006,0,0,0,0.7,0,0
S|0x1|1x2|2x2|0o0|1o0|2o0,0,0,0,0,0,0,0,0,0
S|1x2|2x2|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|0o2|2o0,0.46432470000000003,0,0,0.7,0,0,0.5736573366303,0,0.30000000000000004
S|0x1|1x2|2x2|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|0o2|1o0|2o0,0.7,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|0o1|0o2,0,0,0,0.0,0,0.0,0.0,3.435143278296294e-15,0
S|0x0|1x2|2x1|0o1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x0|2x1|0o1|0o2|1o1,0,0,0,0,0,-1,-1,0,0
S|0x0|1x2|2x0|2x1|0o1|0o2|1o0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x2|0o2|1o0|2o0,0,0,0,0.7,0,0,0,0,-1
S|0x0|0x1|1x2|2x2|0o2|1o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x1|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0.7,0,0
S|0x1|1x2|2x1|2x2|0o0|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x2|0o2|2o0,-1,-1,0,0.7,0,0,0,0,-1
S|1x0|1x2|2x2|0o2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|0o2|2o0,0,-1,0,0.7,0,0,-1,0,-1
S|0x0|1x2|2x2|0o2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|0o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o1|2o0,0,0,-1,0,0,-1,-1,0,-1
S|0x0|1x1|1x2|0o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x2|0o0,0,-1,-1,0.34602019397439177,0,-1,0,-1,-1
S|1x0|1x2|0o0|1o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|0o0|1o1,0,0,0.30000000000000004,0,0,0.7,0,0.30000000000000004,0.0
S|0x1|1x0|1x2|0o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|1x1|1x2|0o0,0,-1,-1,0,0,-1,0.055759110038424986,-1,-1
S|0x2|1x1|1x2|0o0|1o0|2o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|0o0|0o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x2|0o0|0o1,0,0,0.7,0,0,0,0,0,0
S|1x1|1x2|2x1|0o0|0o1,0,0,0.7,0,0,-1,0.30000000000000004,0,0
S|1x1|1x2|2x1|0o0|0o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|0o1,0,0,0,0,0,-1,-1,-1,-1
S|0x2|1x1|1x2|0o0|0o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|0o1|1o0,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|0o1|2o0,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|2x1|0o0|0o1|2o0,0,0,0,0,0,-1,0.7,0,0
S|1x2|2o0,0,0,0,0,0,0,0,0,0
S|1x2|2x1|2o0,0.346020761276425,0.08618322112978051,0.15011729394606216,0.029431208076675205,0,0.020692591393260292,0.0,0,0
S|1x2|2x1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x1|2o0|2o2,-1,0,0,0.5882352941174087,0,0,0,0,0
S|1x0|1x2|2x1|0o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x0|1x2|2x1|0o0|2o0|2o2,0,-1,0,0.7,0,0,0,0,0
S|0x2|1x0|1x2|2x1|0o0|0o1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|0o1|0o2|2o2,0,0,0,0,0,0,0,0,0
S|1x2|2x0|0o2|1o0,0,0,0,0,0,0,0,0,0
S|1x2|2x0|2x1|0o2|1o0,1.6235086811385596e-06,0,0,-1,0,0.0,0,0,0
S|1x2|2x0|2x1|0o0|0o2|1o0,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x0|2x1|0o0|0o2|1o0,0,0.7,0,0,0,-1,0,0,0
S|1x1|1x2|2x0|2x1|0o0|0o2|1o0|2o2,0,0,0,0,0,0,0,0,0
S|1x2|2x1|0o0|2o0,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x1|0o0|2o0,0,-1,-1,0,0,-1,0.7,0,0
S|0x0|1x2|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|0o1|1o1,0,0,0,0,0,0.31292816253439365,-1,-1,0.7
S|0x0|0x2|1x2|0o1|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x0|1o0|1o1|2o2,0,0,0.0,0,0,0,0,0,-1
S|1x2|2x0|2x1|0o2|1o0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x0|2x1|0o2|1o0|1o1,0,-1,0,0,0,0.0,0,0,0
S|0x0|0x2|1x2|0o1|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x1|0o1|1o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x0|1x2|0o1|1o1|2o2,0,0,0,0,0,0,0,0.0,0.7
S|0x0|0x2|1x0|1x2|0o1|1o1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|0o0|2o1,0,0,0.0,0.0,0,0,-1,-1,0
S|0x1|1x2|2x2|0o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|0o0|2o0|2o1,0,0,-1,0,0,0,0.7,0,0
S|0x1|1x1|1x2|2x2|0o0|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x0|0o1|1o1|2o2,0,0,0,0,0,0,0.0,0,0.7
S|0x1|1x2|2x1|2x2|0o2|1o0|2o0,0.7,0,0,0,0,0,0,0,0
S|0x1|0x2|1x1|1o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2o0,0.03843001910356477,0,0.21903,0.016140500447357313,0.0,0.3460207612456747,0,0,0.017682679641862445
S|0x1|1x0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2x2|2o0,0.0004056854481047214,0,0.0,0.1470976800719004,0.0,0,0.0,0,0.0
S|0x1|2x2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x2|1o2|2o0,-1,0,-1,0,0,0,-1,0,-1
S|0x1|1x1|2x2|1o0|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x1|2x2|1o0|1o2|2o0,0.7,0,0,0,0,0,0,0,-1
S|0x1|0x2|1x1|2x2|1o0|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x2|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2o0,-1,0,-1,0,-1,-1,-1,0,0.00017935629757452463
S|0x1|1x1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|0o2|2o0,-1,0,0,0,0,-1,-1,0,-1
S|0x1|1x1|1x2|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|0o0|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|2x2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|1o1|2o0,0,0,0.7,0,0,0,0,0,0.30000000000000004
S|0x1|1x2|2x2|1o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|2x2|1o1|2o0|2o1,0,0,0.7,0,0,0,0,0,0
S|0x1|2x2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x2|1o0|2o0,0.7,0,0,0,0,0,0,0,-1
S|0x1|1x1|2x2|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|0o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|2x2|0o0|2o0|2o1,0,0,-1,-1,0,0,0,0,0
S|0x1|1x0|1x2|2x2|0o0|1o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x0|1x1|0o0|2o0|2o1,0,0,0,0,0,0.7,0,0,0
S|0x1|0x2|1x0|1x1|0o0|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x2|1o1|2o0,0,0,0.7,0,-1,0,0,0,0
S|0x0|0x1|2x2|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x2|0o2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2o2,0,0,0.3461196391514075,-1,-1,0,0,0.09000000000000002,0
S|0x0|0x1|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|1o2|2o2,0,0,0.7,-1,0,0,0,0,0
S|0x0|0x1|1x0|1o1|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|0o0|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|0o0|1o2,0,0,-1,0,0,-1,0,-1,0.0
S|0x1|1x0|1x1|0o0|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x2|1o1|2o0,-1,0,0,0,-1,0,-1,0,-1
S|0x1|0x2|2x2|1o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x2|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x1|2x2|1o1|1o2|2o0,0.0,0,0,0,0,0,0.7,0,0
S|0x1|0x2|2x1|2x2|0o0|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x0|2x2|0o2|1o1|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x0|2x2|1o1|1o2|2o0,0.0,0,0,0,0,0,0,0,-1
S|0x1|2x1|2o0,-1,0,-1,0.3460444271624923,0.002542277240999999,-1,0.004152386160299997,0,0
S|0x1|2x1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2x1|2x2|0o2|2o0,-1,0,0,0.7,-1,0,0,0,0
S|0x1|2x1|2x2|0o2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2x2|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|0o2|2o0,0.008474257469999996,0,0,0.7,0.0,0,0,0,0.0
S|0x1|1x0|2x2|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o2|2o0|2o1,-1,0,0,0,-1,0,0,0,0
S|0x1|2x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|2x2|0o0|0o2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x2|0o0|2o0,0,0,0,0,0.0,0,0.7,0,0
S|0x1|0x2|2x2|0o0|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x0|2x2|0o0|1o2|2o0,0,0,0,0.0,0,0,0,0,0.0
S|0x1|1x0|2x0|2x2|0o0|0o2|1o1,0,0,0,0,-1,0,0,0,0.0
S|0x1|1x0|2x0|2x2|0o0|0o2|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|2o0|2o1,0,0,-1,0,-1,0.7,-1,0,0
S|0x0|0x1|1x1|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|1o2|2o0,-1,0,-1,0,0,-1,0,0,0.1029413722914433
S|0x1|1x0|1x1|1o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|1x1|1o2|2o0|2o2,0,0,0.7,0,0,0,0,0,0.7
S|0x1|0x2|1x0|1x1|1o2|2o0|2o2,-1,0,0,0,0,0,0,0,0.7
S|0x1|0x2|1x0|1x1|1o2|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|1x2|0o2|2o0|2o1,0,0,0,0,0,0.7,0,0,0
S|0x1|0o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|0o2,0,0,0,0.0005321122696229562,0.00028289975221597124,0.34602076348238764,0,0.3234705166317686,0.0
S|0x1|1x0|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x1|0o2|1o2,0,0,0,0.30000000000000004,0,0.7,0,0,0
S|0x1|1x0|2x1|0o2|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x2|0o2,1.3346568490847829e-08,0,0,0.002034675960991836,0,1.2291111605462602e-10,1.3758032545918608e-08,5.4133268593664856e-09,1.4955751683852892e-08
S|0x1|1x2|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|0o2|2o2,-1,0,0,0.588235294117647,0,0,0,0.44700000000000006,0.0
S|0x1|1x0|1x2|0o2|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|2x0|0o2|1o1|2o2,0.7,0,0,0,0,0,0,0,-1
S|0x1|1x0|1x2|2x0|0o2|1o1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x2|2x1|2x2|0o2|2o0,0.5190300000000001,0.5868768834275685,0,0.7,0,0,0.30000000000000004,0,0
S|1x2|2x1|2x2|0o1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x1|2x2|0o1|0o2|2o0,0.7,0,0,0,0,0,0,0,0
S|1x1|1x2|2x1|2x2|0o0|0o1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|1x1|0o2|1o2|2o0,0,0,0,0,0,0.7,0,0,-1
S|0x1|1x1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x1|2o0|2o2,0,0,0,0,-1,0,0,0,0.7
S|0x0|0x1|1x1|2o0|2o2,0,0,-1,0,0,0,-1,0,0.7
S|0x0|0x1|1x1|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|0o2|1o2,0,0,0,-1,0,0.7,0,0.58009336047,0
S|0x0|0x1|1x0|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|2x1|0o2|1o2|2o0,0,0,0,0.7,0,0.7,0,0,0
S|0x0|0x1|1x0|2x1|0o2|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2o0,0.3460207098680971,0,0,0.147,0,0.1764464546495587,0.30000000000000004,0,0.0
S|0x1|1x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x1|0o0|2o0,0,0,-1,0.5881225992756585,0,-1,0.7,0,0
S|0x1|1x2|2x1|0o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x2|2x1|0o0|2o0|2o2,0,0,0,0.7,0,0,0.7,0,0
S|0x1|0x2|1x2|2x1|0o0|1o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|1o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|1x2|1o0|2o0|2o2,0,0,-1,0,0,0,0,0,0.7
S|0x0|0x1|1x1|1x2|0o2|1o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2o0|2o2,-1,0,-1,0,0,0,0,0,0.7
S|0x1|1x1|1x2|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2o0|2o2,-1,0,-1,0,-1,0,0,0,0.7
S|0x1|1x0|1x1|0o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2o0|2o1,0.30000000000000004,0,-1,0,0,0.7,0.30000000000000004,0,0
S|0x1|1x1|2x2|2o0|2o1,6.827059503385595e-05,0,-1,0,-1,0,-1,0,0
S|0x1|1x1|2x2|0o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o0|2o0|2o1,0,0,-1,0,0.0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o0|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x2|0o0|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|0o1|0o2|1o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x0|2x1|0o1|0o2|1o0,0,0,0,-1,0,0.0,0,0,0
S|1x2|2x0|2x1|1o1|2o2,0.7,0.0,0.0,0,0,0,0.024706289999999992,0,0
S|1x2|2x0|2x1|1o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|0o1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|2x2|0o1|0o2|2o0,0,0,0,0.7,0,0,-1,0,0
S|0x0|1x2|2x1|2x2|0o1|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1o1,0,3.78221582805887e-05,0,0,-1,-1,-1,-1,-1
S|0x0|0x2|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x2|0o1|1o1,0,0,0,0,0.571619103,0,-1,0.0,0.7
S|0x0|0x2|2x2|0o1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x0|2x2|0o1|1o1|1o2,0,0,0,0,0,0,0,0.0,0.7
S|0x0|1x2|2x1|2x2|0o1|0o2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x0|0o2|1o1,0,-1,0,0,0,-1,0.0,0,-1
S|0x0|0x2|1x0|0o1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x0|2x2|0o1|1o1|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|2x0|1o1,0,-1,-1,0,-1,-1,0.0010006399663961552,0,-1
S|0x2|1x0|2x0|1o1|2o2,0.7,0,0,0,0,0,0,0,-1
S|0x2|1x0|2x0|1o1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|2x2|0o2|1o0,0,0,0,0,0,0,0,0,0
S|0x0|2x1|2x2|0o2|1o0,0,-1,0,-1,-1,0,0,-1,0
S|0x0|2x1|2x2|0o2|1o0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|2x2|2o0,0,-1,-1,0.0150127524122392,-1,0,-1,0,-1
S|0x0|2x2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x2|2o0|2o1,0,0,-1,-1,-1,0,-1,0,0
S|0x0|0x1|2x2|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o2|1o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|1x2|0o2|1o0|2o2,0,0,0,0,0,0,0,-1,0.0
S|0x0|0x1|1x1|1x2|0o2|1o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|2x0|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|2x0|2x2|0o2|1o1,0,-1,0,0,-1,0,-1,0,-1
S|0x0|2x0|2x2|0o2|1o0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2x0|0o2|1o0|2o2,0,0.0,0,0,0,0,0,0,0.0
S|0x0|1x2|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|0o2|2o0,0,0.0,0,0.7,0,0.0,0.0,0,0
S|0x0|1x2|2x1|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2x1|0o2|1o0|2o0,0,-1,0,0,0,-1,0,0,0
S|0x0|1x1|1x2|2x1|0o2|1o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|2x2|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|2x0|2x2|0o2|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x0|2x2|0o1|0o2,0,0,0,0,0,0,0,0,0
S|0x0|2x0|2x2|0o2|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x0|2x2|0o2|1o1|2o1,0,0,0,0,-1,0,0.0,0,0
S|0x0|0x1|2x0|2x2|0o2|1o0|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x0|2x2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x2|1o2|2o0,0,0,-1,-1,0,0,-1,0,-1
S|0x0|1o2,0,0,0,0,0,0,0,0,0
S|0x0|2x1|1o2,0,0.0,4.168840761238149e-12,0.07206141989867629,0,0.0,0.0,1.6673293498056973e-13,0
S|0x0|2x1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x0|2x1|2x2|1o1|1o2,0,0.0,-0.1899999999999999,0,0,0,0.7,0.5882352924843837,0
S|0x0|2x1|2x2|0o1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x1|2x2|0o1|1o1|1o2,0,0,-1,0,0,0,0,0.0,0
S|0x0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|2x2|2o1,0,-1,0,0.010689620761741188,0.0,0,0.0,-1,0
S|0x0|0x1|2x2|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
