,0_0,0_1,0_2,1_1,1_2,2_2,1_0,2_0,2_1
S|0x0|1x0|2x1|0o1|0o2|1o1,0,0,0,0,-1,-1,0,0.7,0
S|0x0|1x0|2x1|2x2|0o1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x2|2x1|0o1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x0|2x1|0o1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|2x1|1o1,1.139844542440305e-12,1.2471957724968946e-13,3.172065275555147e-12,0,8.739973007418763e-13,6.347630920984916e-10,6.021061944950466e-10,7.931593059246183e-10,0
S|2x1|2x2|1o1,0,0,0,0,0,0,0,0,0
S|2x1|2x2|1o1|2o0,-1,-1,2.3299011479393994e-17,0,-1,0,-1,0,0
S|1x0|2x1|0o1|1o1,0.147,0,0.11627891314581867,0,0.0,0.0,0,0.588235294117647,0
S|1x0|2x1|2x2|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x1|0o1|0o2|1o2,0,0,0,0,0,0.5882321107672919,0,0.7,0
S|0x0|1x0|2x1|2x2|0o1|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x1|2x2|0o1|0o2|1o2|2o0,0,0,0,0.7,0,0,0,0,0
S|0x2|1x0|2x1|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x2|1x0|2x0|2x1|0o1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x2|1x0|2x0|2x1|0o1|1o1|1o2|2o2,0.7,0,0,0,0,0,0,0,0
S|0x0|1x0|2x1|2x2|0o1|0o2|1o1|1o2,0,0,0,0,0,0,0,0.7,0
S|0x0|1x0|2x0|2x1|2x2|0o1|0o2|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x2|1x0|2x1|0o1|1o1|2o2,2.643743612691776e-09,0,0,0,-1,0,0,-1,0
S|0x2|1x0|1x2|2x1|0o1|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x0|1x2|2x1|0o1|1o1|2o0|2o2,0.0,0,0,0,0,0,0,0,0
S|1x2|2x1|1o1,0,0,0,0,0,0,0,0,0
S|0x2|1x2|2x1|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x2|1x2|2x1|0o1|1o1|2o2,0.0,0,0,0,0,0,-1,-1,0
S|0x0|0x2|1x2|2x1|0o1|1o1|2o2,0,0,0,0,0,0,0,0,0
S|1x0|2x1|1o1,0,0,0,0,0,0,0,0,0
S|1x0|2x1|1o1|1o2,0.07507191287277779,0.0,0.12352941176470589,0,0,0.018838543927629972,0,0.5882352939272182,0
S|1x0|2x0|2x1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|1x0|2x0|2x1|0o0|1o1|1o2,0,-1,-1,0,0,0.7,0,0,0
S|2x0|2x1|1o1,0,0,0,0,0,0,0,0,0
S|2x0|2x1|1o1|2o2,1.0644551650865909e-10,-1,-1,0,-1,0,-1,0,0
S|1x0|2x0|2x1|1o1|2o2,0,0,0,0,0,0,0,0,0
S|1x0|2x0|2x1|0o2|1o1|2o2,0.7,-1,0,0,0,0,0,0,0
S|0x0|1x0|2x0|2x1|0o2|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x0|2x1|0o0|0o1|1o1,0,0,0,0,-1,0.588235294117647,0,-1,0
S|0x2|1x0|2x0|2x1|0o0|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x2|1x0|2x1|2x2|0o0|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x2|1x0|2x1|2x2|0o0|0o1|1o1|1o2,0,0,0,0,0,0,0,0.7,0
S|0x0|1x1|1x2|0o1|2o1,0,0,0,0,0,0,0,0,0
S|0x2|2x2|0o1|1o2,0.001424549023794264,0,0,0.4117647058749688,0,0,0.13887074090065973,0.588235294117647,0.32351105441033523
S|0x2|2x0|2x2|0o1|1o2,0,0,0,0,0,0,0,0,0
S|0x2|2x0|2x2|0o0|0o1|1o2,0,0,0,0.7,0,0,0.5882352941092057,0,0.7
S|0x2|1x1|2x0|2x2|0o0|0o1|1o2,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x1|2x2|0o0|0o1|1o1,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x1|0o1|1o1|2o0,-1,0,0.0004933254990090721,0,0,-1,0,0,0
S|1x0|1x2|2x1|2x2|0o1|1o1|2o0,0,0,0,0,0,0,0,0,0
S|2x1|0o0,0,0.010898786358680834,0.0019512040887251236,0.012590651926648863,0.0010268890156325476,7.5121058406745004e-06,0.17766891414088543,0.34619229802359697,0
S|0x1|2x1|0o0,0,0,0,0,0,0,0,0,0
S|0x1|2x1|0o0|2o0,0,0,0.0,0.7,-1,-1,1.8145128539658298e-06,0,0
S|0x1|2x1|2x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2x1|2x2|0o0|1o2|2o0,0,0,0,0.7,0,0,0,0,0
S|0x1|1x1|2x1|2x2|0o0|1o2|2o0,0,0,0,0,0,0,0,0,0
S|2x1|2x2|0o1,0,0,0,0,0,0,0,0,0
S|2x1|2x2|0o1|1o0,0.30000000000000004,0,0,0,0,0,0,0.7,0
S|2x0|2x1|2x2|0o1|1o0,0,0,0,0,0,0,0,0,0
S|2x1|2x2|0o0|0o1,0,0,0.3380037,0,0,0,-1,0.7,0
S|1x0|2x1|2x2|0o0|0o1,0,0,0,0,0,0,0,0,0
S|0x2|1x0|2x1|0o1|1o1|2o0,0.0,0,0,0,1.177526722735728e-09,0.0,0,0,0
S|0x2|1x0|1x2|2x1|0o1|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x2|2x1|2x2|0o0|0o1,0,0,0,0,0,0,0,0,0
S|0x2|2x1|2x2|0o0|0o1|2o0,0,0,0,-1,0.7,0,0,0,0
S|0x2|1x1|2x1|2x2|0o0|0o1|2o0,0,0,0,0,0,0,0,0,0
S|1x2|0o0,0,0.010380756490590226,0.37568017301038037,0.052154969827132205,0,0.14700531407007664,3.521505646040055e-05,0.1715120231720803,0.009112195048993842
S|1x2|2x1|0o0,0,0,0,0,0,0,0,0,0
S|1x2|2x1|0o0|0o2,0,2.247144995225347e-08,0,-1,0,-1,-1,0.0,0
S|1x0|1x2|2x1|0o0|0o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x0|2x1|0o1|1o1|2o2,0,0,0,0,0,0,0,0,0
S|2x1|1o2,0.06451126922661397,7.30105477176296e-05,0.10546555674172818,0.24197304790935584,0,0.3454423769725632,0.10468903387920313,2.7807248171322265e-05,0
S|2x0|2x1|1o2,0,0,0,0,0,0,0,0,0
S|2x0|2x1|0o0|1o2,0,0,0,0.5830437898672919,0,0.7,0,0,0
S|1x1|2x0|2x1|0o0|1o0|1o2,0,0.7,0.7,0,0,0.7,0,0,0
S|1x1|2x0|2x1|2x2|0o0|1o0|1o2,0,0,0,0,0,0,0,0,0
S|2x0|2x1|0o0|1o1,0,-1,-0.1899999999999999,0,-1,0.7,-1,0,0
S|0x2|2x0|2x1|0o0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x1|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x1|1o1|2o0|2o2,0,0.7,0,0,0.024706289999999992,0,0.07202999999999998,0,0
S|0x0|0x2|1x2|2x1|1o1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x1|1o0|1o1|2o0|2o2,0,0.7,0,0,0,0,0,0,0
S|0x0|0x1|0x2|1x2|2x1|1o0|1o1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x2|2x0|2x1|0o0|0o1|1o1,0,0,0,0,-1,0.7,-1,0,0
S|0x2|2x0|2x1|2x2|0o0|0o1|1o1,0,0,0,0,0,0,0,0,0
S|1x2|0o2,1.3678005699169246e-09,6.060292341353247e-09,0,0.002966618168069784,0,4.5218877808330674e-07,4.49489029093617e-07,4.659248388231329e-07,3.495332786335539e-07
S|1x2|2x0|0o2,0,0,0,0,0,0,0,0,0
S|1x2|2x0|0o2|1o1,0.00921903036057929,2.639816756801816e-08,0,0,0,0.0,3.776776589559553e-09,0,3.82038149653961e-08
S|1x2|2x0|2x1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x0|2x1|0o2|1o1|2o2,0,0,0,0,0,0,0,0,0
S|2x0|2x1|1o1|1o2,-1,5.7476299611381464e-05,-1,0,0,0.7,0.5856578068969933,0,0
S|0x0|2x0|2x1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x0|2x0|2x1|0o1|1o1|1o2,0,0,0,0,0,0.7,0.7,0,0
S|0x0|2x0|2x1|2x2|0o1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|1x0|2x0|2x1|0o0|1o1,0,0,0,0,0,0,0,0,0
S|0x1|2x0|2x1|0o0|1o1,0,0,0,0,0,0,0,0,0
S|0x1|2x0|2x1|0o0|1o0|1o1,0,0,-1,0,-1,0.7,0,0,0
S|0x1|0x2|2x0|2x1|0o0|1o0|1o1,0,0,0,0,0,0,0,0,0
S|2x2|2o1,0.030677751423185476,0.001336818391429854,0.34601116227726114,0.29023672754512747,0.006532628677857541,0,0.0037295211675424465,0.25832645477647637,0
S|0x1|2x2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|2x2|2o0|2o1,0,0,0,0,0,0,0.3319516265132635,0,0
S|0x1|1x0|2x2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|1o2|2o0|2o1,0.5882349195996612,0,0.30000000000000004,0,0,0,0,0,0
S|0x0|0x1|1x0|2x2|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|2x2|0o2|1o2|2o0|2o1,0,0,0,0.7,0,0,0,0,0
S|0x0|0x2|2x1|1o1|1o2|2o2,0,0.7,0,0,0,0,0.5190300000000001,-1,0
S|0x0|0x1|0x2|2x1|1o1|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x1|0o1|1o1|2o2,0,0,0,0,0.0,0,3.051395942531931e-25,0.004319950363858975,0
S|0x0|0x2|1x2|2x1|0o1|1o0|1o1|2o2,0,0,0,0,0,0,0,0.0,0
S|0x2|1x2|2x1|2x2|0o0|0o1|2o0,0,0,0,0,0,0,0,0,0
S|2x2|1o1,5.7828023962699304e-11,1.6736362312031994e-11,9.744066599829805e-10,0,5.255999342705646e-09,0,1.1588702839764554e-05,1.0602376933071887e-05,9.325354514604646e-06
S|0x0|2x2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|2x2|0o2|1o1,0,-1,0,0,-1,0,-1,0.588235294117647,-1
S|0x0|2x1|2x2|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|2x1|2x2|0o1|0o2|1o1,0,0,0,0,0,0,-1,0.7,0
S|0x0|2x0|2x1|2x2|0o1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|2x2|0o1,0,0,0,0,0,0,0,0,0
S|0x0|2x2|0o1|2o0,0,0,0.5882001005443989,0.7,0.37203,0,0,0,0
S|0x0|1x2|2x2|0o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|0o1|1o1|2o0,0,0,0.7,0,0,0,0,0,0
S|0x2|2x2|0o0|0o1,0,0,0,0.0,0.7,0,0,0.30000000000000004,0.44700000000000006
S|0x2|1x1|2x2|0o0|0o1,0,0,0,0,0,0,0,0,0
S|0x2|1x1|2x2|0o0|0o1|2o0,0,0,0,0,0.7,0,0.0,0,-1
S|0x2|1x2|2x2|0o0|0o1,0,0,0,0,0,0,0,0,0
S|0x2|1x0|2x2|0o1|2o1,0,0,0,0,0,0,0,0,0
S|0x2|2x0|2x2|0o1|1o2|2o1,-1,0,0,0.7,0,0,-1,0,0
S|0x0|0x2|2x0|2x2|0o1|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x0|2x2|0o1|1o0|1o2|2o1,0,0,0,0.7,0,0,0,0,0
S|0x0|0x2|1x1|2x0|2x2|0o1|1o0|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|0o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|0o1|0o2,0,0,0,0.5877197120067126,0,0.0,0.30000000000000004,0.26291818290744284,0.24158609520756083
S|0x0|1x0|1x2|0o1|0o2|2o1,0,0,0,0.7,0,-1,0,0.7,0
S|0x0|1x0|1x2|2x2|0o1|0o2|2o1,0,0,0,0,0,0,0,0,0
S|2x2|0o2,0.3460264434630529,0.09354256979327652,0,0.06622131312300654,2.507397759740396e-05,0,0.03539392915932355,0.2951557093476255,0.31956075798116584
S|1x2|2x2|0o2,0,0,0,0,0,0,0,0,0
S|1x2|2x2|0o0|0o2,0,7.279236551407063e-38,0,-1,0,0,-1,0,-1
S|1x2|2x1|2x2|0o0|0o2,0,0,0,0,0,0,0,0,0
S|0x1|2x2|0o2,0,0,0,0,0,0,0,0,0
S|0x1|2x2|0o0|0o2,0,0,0,0.21000000000000002,0,0,0.24221453287197228,0.3121060821,0.588235294117647
S|0x1|1x0|2x2|0o0|0o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|0o0|0o2|2o0,0,0,0,0.588235294117647,-1,0,0,0,-1
S|0x1|1x0|2x1|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x1|2x2|0o0|0o2|1o2|2o0,0,0,0,0.7,0,0,0,0,0
S|0x1|1x0|1x1|2x1|2x2|0o0|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2x2|0o2|2o1,0.0,0,0,0.00746751244923641,2.1938287894262384e-05,0,0.21552219976153802,0.0,0
S|0x1|1x2|2x2|0o2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|0o2|2o0|2o1,-1,0,0,0.5882352940458964,0,0,-1,0,0
S|0x1|1x0|1x2|2x2|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|2x2|0o0|0o2|2o0|2o1,0,0,0,0.7,0,0,0,0,0
S|0x1|1x0|1x1|1x2|2x2|0o0|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x0|2x0|1o1|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x1|2x2|0o2|1o2,0.03529469999999999,0,0,0.4117410399216061,0,0,0.3412313885117647,0.3121477086987,0.588235294117647
S|0x0|0x1|1x2|2x2|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x2|0o2|1o0|2o0|2o1,0,0,0,0.7,0,0,0,0,0
S|0x0|0x1|1x1|1x2|2x2|0o2|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|2x2|2o0,0.30893187884870343,0.04312315041633036,0.29504326383091245,0.01531401533117492,0.36053044357201947,0,0.010854852916857113,0,0.09351861111980506
S|1x0|2x2|2o0,0,0,0,0,0,0,0,0,0
S|1x0|2x2|0o0|2o0,0,0.0,0.21000000000000002,0.0,0.588235294117647,0,0,0,0.09254227724330932
S|0x1|1x0|2x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|0o0|1o1|2o0,0,0,4.305108048306419e-12,0,-1,0,0,0,-1
S|0x1|1x0|2x1|2x2|0o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x2|2x0|1o1|2o2,0.5882185674681665,-1,0,0,-1,0,-1,0,-1
S|0x0|0x2|2x0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x0|1o1|2o1|2o2,0,0.7,0,0,-1,0,0,0,0
S|0x0|0x2|1x2|2x0|1o1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|0o2|1o0|2o0|2o1,0.7,0,0,0,0,0,0,0,0
S|0x1|1x1|2x1|2x2|0o0|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x2|2x2|0o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x2|0o0|0o2|2o0,0,0,0,0,-1,0,0.5882352941175303,0,0.7
S|0x1|1x1|1x2|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o0|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0.7
S|0x1|1x0|1x1|2x2|0o0|0o2|2o0|2o1,0,0,0,0,0.7,0,0,0,0
S|1x1|2x1|2x2|0o0|0o2,0,0,0,0,0,0,0,0,0
S|1x1|2x1|2x2|0o0|0o2|2o0,0,0.7,0,0,-1,0,-1,0,0
S|0x1|2x2|1o2|2o1,0.24259482000000004,0,0.0,0,0,0,0.0,0,0
S|0x1|1x0|2x2|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|0o0|1o2|2o1,0,0,0.0,0.0,0,0,0,0.0,0
S|0x1|0x2|1x0|2x2|0o0|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x0|2x2|0o0|1o2|2o0|2o1,0,0,0,0.0,0,0,0,0,0
S|1x1|2x1|2x2|0o2|1o0|1o2,0,0,0,0,0,0,0,0.7,0
S|1x1|2x0|2x1|2x2|0o2|1o0|1o2,0,0,0,0,0,0,0,0,0
S|1x2|2x2|2o0,0,0,0,0,0,0,0,0,0
S|1x2|2x2|1o1|2o0,-1,-1,0.7,0,0,0,-1,0,-1
S|0x0|1x2|2x2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|1x2|2x2|0o1|2o0,0.30000000000000004,0,0.7,0,0,0,0.30000000000000004,0,0
S|0x2|1x2|2x2|0o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x0|1o0|1o1|2o2,0.7,0,0,0,-1,0,0,0,0
S|0x0|2x2|0o2,0,0,0,0,0,0,0,0,0
S|0x0|2x2|0o2|2o1,0,0.21903,0,0.7,0.0,0,0.5238540531046851,0.44700000000000006,0
S|0x0|1x2|2x2|0o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|0o2|1o1|2o1,0,-1,0,0,0,0,-1,-1,0
S|0x0|1x2|2x0|2x2|0o2|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x0|2x2|0o2|1o0|1o1|2o1,0,0.0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x0|2x2|0o2|1o0|1o1|2o1,0,0,0,0,0,0,0,0,0
S|1x1|2x1|2x2|0o2|1o0|2o0,0.7,0.7,0,0,-1,0,0,0,0
S|0x0|1x1|2x1|2x2|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|2x2|1o0,0.010493628156197716,2.7898948412930296e-05,0.31902057593342625,0.34602005960507626,0.029270134772070553,0,0,0.29567453363460056,0.0018009399521635033
S|0x1|2x2|1o0,0,0,0,0,0,0,0,0,0
S|0x1|2x2|0o2|1o0,0.0,0,0,0.41175102598656077,0.0,0,0,0.009495444649668389,0.588235294117647
S|0x1|2x0|2x2|0o2|1o0,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|0o2|2o0|2o2,0,-1,0,0,0.7,0,0,0,-1
S|0x1|1x0|2x2|0o2|1o1|1o2,-1,0,0,0,0,0,0,0.588235294117647,-1
S|0x1|1x0|2x0|2x2|0o2|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x0|2x2|0o0|0o2|1o1|1o2,0,0,0,0,0,0,0,0,0.7
S|0x1|1x0|2x0|2x1|2x2|0o0|0o2|1o1|1o2,0,0,0,0,0,0,0,0,0
S|1x2|2x2|0o0|2o0,0,-1,0.7,-1,0,0,0.0,0,0
S|1x0|1x2|2x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x2|0o0|0o2|2o0,0,-1,0,0.7,0,0,0,0,-1
S|1x0|1x2|2x1|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|0x2|1x2|2x2|0o0|2o0,0,0,0,0,0,0,0,0,0
S|1x2|2x2|0o2|2o0,-1,-1,0,0.5882352803595421,0,0,-0.1899999999999999,0,-1
S|0x1|1x2|2x2|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|0o2|1o0|2o0,-1,0,0,-1,0,0,0,0,-1
S|0x1|1x1|1x2|2x2|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|0o1|0o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|0o1|0o2|1o1,0,0,0,0,0,-1,-1,0.588235294117647,0
S|0x0|1x2|2x0|2x1|0o1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x0|2x1|0o1|0o2|1o0|1o1,0,0,0,0,0,0.7,0,0,0
S|0x0|0x1|1x2|2x2|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|0o0|0o2|2o0,0,0,0,-1,0,0,-1,0,-1
S|0x1|1x2|2x1|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x2|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|0o1|2o0,0,0,0,0.4535157309,0,0,0,0,0.1764015913932603
S|0x0|1x1|1x2|0o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o1|2o0|2o1,0,0,0,0,0,0.7,0.7,0,0
S|0x0|1x0|1x1|1x2|0o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x2|0o0,0,0,0,0,0,0,0,0,0
S|1x0|1x2|0o0|1o1,0,-1,-1,0,0,4.041411733082012e-16,0,-1,0.0
S|0x1|1x0|1x2|0o0|1o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|0o0,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|1o0|2o1,0,-1,0,0,0,0.7,0,0.7,0
S|0x2|1x1|1x2|2x2|0o0|1o0|2o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|0o0|0o1,0,0,0.5776463970644099,0,0,-1,0.7,-1,-1
S|1x1|1x2|2x2|0o0|0o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x1|0o0|0o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x1|0o0|0o1|2o2,0,0,0,0,0,0,0.7,0,0
S|1x0|1x1|1x2|2x1|0o0|0o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|0o1,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|0o1|2o2,0,0,0,0,0,0,0.7,0.7,0.588235294117647
S|0x2|1x0|1x1|1x2|0o0|0o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|0o1|1o0,0,0,0,0,0,0.7,0,0.7,0
S|0x2|1x1|1x2|2x0|0o0|0o1|1o0,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|0o1|2o0,0,0,0,0,0,0.7,0,0,-1
S|0x2|1x1|1x2|2x1|0o0|0o1|2o0,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|2x2|0o0|0o1|2o0,0,0,0,0,0,0,0,0,0
S|1x2|2o0,0.12917717549592753,6.024306574745806e-05,0.013559760620007133,0.054144661085293116,0,0.35314215991676745,1.3245671995283074e-07,0,0.09126323865748118
S|1x2|2x1|2o0,0,0,0,0,0,0,0,0,0
S|1x2|2x1|2o0|2o2,0.0,0.0012380565562138284,0.0,0.577646555644338,0,0,0.0011927195128730327,0,0
S|1x0|1x2|2x1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x1|0o0|2o0|2o2,0,-1,-1,0.7,0,0,0,0,0
S|0x2|1x0|1x2|2x1|0o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x0|1x2|2x1|0o0|0o1|2o0|2o2,0,0,0,0.7,0,0,0,0,0
S|0x0|1x2|2x1|0o1|0o2|2o2,0,0,0,0.0,0,0,0.5882352941156204,0,0
S|1x2|2x0|0o2|1o0,0,0.0,0,0,0,0.0,0,0,0.34600347719669805
S|1x2|2x0|2x1|0o2|1o0,0,0,0,0,0,0,0,0,0
S|1x2|2x0|2x1|0o0|0o2|1o0,0,0.5882321107672919,0,-1,0,0,0,0,0
S|1x1|1x2|2x0|2x1|0o0|0o2|1o0,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x0|2x1|0o0|0o2|1o0|2o2,0,0.7,0,0,0,0,0,0,0
S|1x2|2x1|0o0|2o0,0,-1,-1,-1,0,-1,0.30000000000000004,0,0
S|1x1|1x2|2x1|0o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|0o1|1o1,0,0,-1,0,0,-1,-1,-1,0.003029043597444398
S|0x0|0x2|1x2|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|0o1|1o1|2o2,0,0,0,0,0,0,-1,-1,0.0
S|0x0|0x1|1x2|2x0|1o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|1x2|2x0|2x1|0o2|1o0|1o1,0.10592396494366747,0.0,0,0,0,0.7,0,0,0
S|0x0|1x2|2x0|2x1|0o2|1o0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|0o1|1o1|2o0,0,0,0,0,0,0.7,-1,0,4.311353745283591e-08
S|0x0|0x2|1x2|2x1|0o1|1o0|1o1|2o0,0,0,0,0,0,0.7,0,0,0
S|0x0|0x2|1x0|1x2|0o1|1o1|2o2,0,0,0,0,0,0,0,0,0
S|1x2|2o1,0.03911134574552679,0.000911051748833906,6.991366216980008e-05,0.3265043472539836,0,0.02242588683755148,0.00024172289952463513,0.03739433194200296,0
S|0x1|1x2|2x2|0o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x2|0o0|2o0|2o1,0,0,0.7,-1,0,0,0.588235294117647,0,0
S|0x1|1x1|1x2|2x2|0o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x0|0o1|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x1|2x2|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x1|1o2|2o1|2o2,0,0,0,0,0,0,-1,0.7,0
S|0x1|0x2|1x1|2x0|1o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|2o0,0.34602076125305786,0,0.0009970036930545356,0.03545978265194211,0.0006020371715069964,0.30717985186595864,0.021750266696672158,0,0.002071171943017715
S|0x1|1x0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1o1|2o0,-1,0,5.8697301308896655e-06,0,-1,-1,0,0,-1
S|0x1|2x2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2x2|1o2|2o0,0,0,0,0.46860900000000005,0,0,0,0,0
S|0x1|1x1|2x2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x2|1o0|1o2|2o0,0,0,-1,0,0,0,0,0,0.7
S|0x1|0x2|1x1|2x2|1o0|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x1|2x2|1o0|1o2|2o0|2o1,0.7,0,0,0,0,0,0,0,0
